episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6
0,0,0.000000,agent_0,actor_logits,0,1,4,-0.687550,-1.616637,0.176113,1.316581,0.369513,-0.687550,-1.436579,-0.863664,-1.616637,,,
0,0,0.000000,agent_1,actor_logits,0,1,6,0.527943,-0.663623,0.643210,1.700002,0.331432,0.527943,-0.299395,-0.115267,-0.466326,-0.663623,-0.437924,
0,0,0.000000,agent_2,actor_logits,0,1,5,1.151580,-0.090525,0.193132,1.488866,0.346930,1.151580,0.363229,-0.090525,-0.004608,0.958448,,
0,0,0.000000,agent_3,actor_logits,0,1,3,-1.218816,-2.466253,0.384223,0.992115,0.508073,-1.218816,-2.466253,-1.603038,,,,
0,0,0.000000,agent_4,actor_logits,0,1,4,-0.035369,-1.027814,0.133105,1.291086,0.380121,-0.035369,-1.027814,-0.990659,-0.168475,,,
0,0,0.000000,agent_5,actor_logits,3,1,4,0.061692,-1.464539,0.538218,1.200597,0.488435,-0.476526,-1.464539,-1.339866,0.061692,,,
0,1,3.000000,agent_0,actor_logits,2,1,4,-0.145668,-1.513519,0.275404,1.265581,0.413027,-0.421071,-1.044050,-0.145668,-1.513519,,,
0,1,3.000000,agent_1,actor_logits,4,1,6,0.634107,-0.888029,0.314888,1.616411,0.320538,0.277099,-0.798097,-0.888029,0.319220,0.634107,-0.822214,
0,1,3.000000,agent_2,actor_logits,0,1,5,1.247516,-0.234774,0.374240,1.466568,0.374782,1.247516,-0.234774,-0.089778,0.535664,0.873276,,
0,1,3.000000,agent_3,actor_logits,0,1,3,-0.925896,-2.566294,0.596761,0.927145,0.573232,-0.925896,-2.566294,-1.522657,,,,
0,1,3.000000,agent_4,actor_logits,3,1,4,0.306744,-1.499644,0.176210,1.164963,0.443181,0.130534,-1.499644,-1.064751,0.306744,,,
