episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7
0,0,0.000000,agent_0,actor_logits,1,1,2,-4.925333,-4.984505,0.059172,0.692710,0.514789,-4.984505,-4.925333,,,,,,
0,0,0.000000,agent_1,actor_logits,0,1,5,0.397232,-1.159675,0.793673,1.427850,0.448712,0.397232,-1.159675,-0.738021,-0.396442,-1.012159,,,
0,0,0.000000,agent_2,actor_logits,5,1,7,1.646403,-0.102460,0.366254,1.821516,0.280425,1.046616,0.322807,0.829723,0.829330,-0.102460,1.646403,1.280149,
0,0,0.000000,agent_3,actor_logits,3,1,4,-1.040708,-2.875141,0.446336,1.245792,0.411218,-1.487044,-1.499373,-2.875141,-1.040708,,,,
0,0,0.000000,agent_4,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,0,0.000000,agent_5,actor_logits,3,1,5,0.301315,-0.428479,0.082393,1.583224,0.243195,-0.428479,0.153399,0.218922,0.301315,0.134686,,,
0,1,3.000000,agent_4,actor_logits,3,1,5,0.301315,-0.428479,0.082393,1.583224,0.243195,-0.428479,0.153399,0.218922,0.301315,0.134686,,,
0,1,3.000000,agent_5,actor_logits,3,1,6,0.301315,-0.428479,0.082393,1.769682,0.199590,-0.428479,0.153399,0.218922,0.301315,0.134686,0.194104,,
0,2,4.472136,agent_3,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,3,5.656854,agent_1,actor_logits,0,1,6,1.220744,0.622388,0.200881,1.768709,0.228041,1.220744,1.019863,0.988820,0.644255,0.809139,0.622388,,
0,4,9.000000,agent_0,actor_logits,1,1,4,1.726128,-0.343501,0.261928,1.173145,0.448836,-0.343501,1.726128,0.624075,1.464200,,,,
0,4,9.000000,agent_4,actor_logits,3,1,5,0.301315,-0.428479,0.082393,1.583224,0.243195,-0.428479,0.153399,0.218922,0.301315,0.134686,,,
0,5,10.630146,agent_2,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,6,12.365058,agent_1,actor_logits,3,1,7,1.432318,-1.025748,0.417308,1.718932,0.322473,1.015010,-0.296087,-1.025748,1.432318,0.859734,0.476878,-0.035872,
0,7,13.416408,agent_3,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,8,14.180340,agent_5,actor_logits,6,1,7,0.314174,-0.428479,0.012859,1.925047,0.168173,-0.428479,0.153399,0.218922,0.301315,0.134686,0.194104,0.314174,
0,9,15.000000,agent_4,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,10,15.082763,agent_0,actor_logits,0,1,3,1.758447,0.060255,0.700086,0.910547,0.595395,1.758447,1.058360,0.060255,,,,,
0,11,19.073262,agent_1,actor_logits,1,1,6,1.297167,0.658787,0.411990,1.767858,0.248887,0.760518,1.297167,0.885177,0.658787,0.825163,0.817436,,
0,12,22.360680,agent_3,actor_logits,3,1,4,0.301315,-0.428479,0.082393,1.353419,0.306239,-0.428479,0.153399,0.218922,0.301315,,,,
0,13,23.082763,agent_0,actor_logits,1,1,3,2.888160,-3.101797,0.926149,0.608465,0.715011,-3.101797,2.888160,1.962011,,,,,
0,14,25.360680,agent_5,actor_logits,3,1,6,0.301315,-0.428479,0.082393,1.769682,0.199590,-0.428479,0.153399,0.218922,0.301315,0.134686,0.194104,,
0,15,27.000000,agent_4,actor_logits,2,1,3,0.218922,-0.428479,0.065523,1.062846,0.406507,-0.428479,0.153399,0.218922,,,,,
0,16,29.073262,agent_1,actor_logits,0,1,3,1.246577,1.140839,0.091240,1.097496,0.355561,1.246577,1.155337,1.140839,,,,,
