episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7
0,0,0.000000,agent_0,actor_logits,0,1,2,-1.045619,-1.355481,0.309863,0.681288,0.576852,-1.045619,-1.355481,,,,,,
0,0,0.000000,agent_1,actor_logits,2,1,4,3.725680,-2.219694,3.529783,0.185622,0.962643,0.195896,-1.253781,3.725680,-2.219694,,,,
0,0,0.000000,agent_2,actor_logits,2,1,4,3.725680,-2.219694,3.529783,0.185622,0.962643,0.195896,-1.253781,3.725680,-2.219694,,,,
0,0,0.000000,agent_3,actor_logits,2,1,4,3.725680,-2.219694,3.529783,0.185622,0.962643,0.195896,-1.253781,3.725680,-2.219694,,,,
0,0,0.000000,agent_4,actor_logits,2,1,4,3.725680,-2.219694,3.529783,0.185622,0.962643,0.195896,-1.253781,3.725680,-2.219694,,,,
0,0,0.000000,agent_5,actor_logits,2,1,4,3.725680,-2.219694,3.529783,0.185622,0.962643,0.195896,-1.253781,3.725680,-2.219694,,,,
0,2,2.000000,agent_0,actor_logits,2,1,3,4.621962,-3.955012,3.920356,0.097639,0.980371,-3.955012,0.701605,4.621962,,,,,
0,2,2.000000,agent_1,actor_logits,2,1,4,4.752041,-3.367462,3.666121,0.134976,0.972589,-3.367462,1.085921,4.752041,-1.318432,,,,
0,2,2.000000,agent_2,actor_logits,2,1,4,4.752041,-3.367462,3.666121,0.134976,0.972589,-3.367462,1.085921,4.752041,-1.318432,,,,
0,2,2.000000,agent_3,actor_logits,2,1,4,4.752041,-3.367462,3.666121,0.134976,0.972589,-3.367462,1.085921,4.752041,-1.318432,,,,
0,2,2.000000,agent_4,actor_logits,2,1,4,4.752041,-3.367462,3.666121,0.134976,0.972589,-3.367462,1.085921,4.752041,-1.318432,,,,
0,2,2.000000,agent_5,actor_logits,2,1,4,4.752041,-3.367462,3.666121,0.134976,0.972589,-3.367462,1.085921,4.752041,-1.318432,,,,
0,4,4.000000,agent_0,actor_logits,1,1,4,3.264251,-4.545045,1.041836,0.786463,0.688450,-4.545045,3.264251,2.222415,0.954912,,,,
