episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7,logit_a8,logit_a9,logit_a10,logit_a11,logit_a12
0,0,0.000000,agent_0,actor_logits,6,1,12,16.277153,-11.959907,6.358527,0.012797,0.998266,3.958590,2.309383,9.918626,-3.321414,-4.015903,-11.959907,16.277153,-10.257827,-9.268005,-0.318146,-10.364503,-11.175703,
0,0,0.000000,agent_1,actor_logits,10,1,12,10.987470,-11.351056,4.619565,0.096286,0.983588,0.765211,-6.999284,6.367904,-8.820476,0.092919,-2.298917,2.719393,-11.351056,5.953536,-3.447413,10.987470,-2.416548,
0,0,0.000000,agent_2,actor_logits,6,1,12,9.392360,-13.896882,0.239135,0.712551,0.557226,0.841113,-6.149566,4.147317,-7.948306,-2.127385,-3.439011,9.392360,-13.896882,-2.431696,-2.255373,9.153225,3.071267,
0,1,6.100000,agent_1,actor_logits,6,1,12,13.620618,-14.840342,7.277018,0.009242,0.998913,0.223410,-8.911863,5.780181,-7.483929,-0.399451,-0.684859,13.620618,-14.840342,-4.608503,-2.722692,-1.142758,6.343600,
0,2,12.100000,agent_2,actor_logits,2,1,12,10.720255,-12.330895,5.998155,0.031785,0.995759,0.930713,-4.097207,10.720255,-4.414602,3.787920,-2.780944,-0.726755,-12.330895,3.498150,-7.862754,4.722100,-2.732345,
0,3,13.400000,agent_0,actor_logits,1,1,12,14.232210,-10.450921,10.926800,0.000341,0.999973,0.777944,14.232210,1.857882,0.422319,3.305410,-7.674410,1.320012,-8.220135,-4.666708,-4.459146,-8.498176,-10.450921,
0,4,16.600000,agent_1,actor_logits,8,1,12,12.648998,-10.301885,4.527098,0.090182,0.984412,-0.682598,-7.449263,-0.633132,-5.685990,7.352644,0.221027,0.532099,-10.301885,12.648998,-1.847230,8.121901,-3.853793,
0,5,22.400000,agent_0,actor_logits,2,1,12,16.441654,-11.039849,6.550198,0.010799,0.998571,2.245855,1.797050,16.441654,-2.828911,-2.024929,-10.115281,9.891457,-8.759236,-10.830743,-1.393396,-10.855612,-11.039849,
0,6,29.200000,agent_1,actor_logits,4,1,12,21.001842,-15.172028,12.964928,0.000033,0.999998,0.553087,-9.945893,-1.777546,-1.402356,21.001842,-2.443479,8.036915,-15.172028,1.608770,0.374762,-3.447359,-5.790533,
0,7,33.700000,agent_2,actor_logits,4,1,12,17.408705,-11.535952,10.575261,0.000316,0.999973,-0.895008,2.506518,-5.279912,-1.784192,17.408705,3.608982,-3.596181,-11.535952,-5.437793,6.833444,-2.726754,-8.473649,
