jitter_frac,episode_idx,WI_fromT
0.0000,0,71.065055
0.0000,1,71.065055
0.0000,2,71.065055
0.0000,3,71.065055
0.0000,4,71.065055
0.0000,5,71.065055
0.0000,6,71.065055
0.0000,7,71.065055
0.0000,8,71.065055
0.0000,9,71.065055
0.0000,10,71.065055
0.0000,11,71.065055
0.0000,12,71.065055
0.0000,13,71.065055
0.0000,14,71.065055
0.0000,15,71.065055
0.0000,16,71.065055
0.0000,17,71.065055
0.0000,18,71.065055
0.0000,19,71.065055
0.0000,20,71.065055
0.0000,21,71.065055
0.0000,22,71.065055
0.0000,23,71.065055
0.0000,24,71.065055
0.0000,25,71.065055
0.0000,26,71.065055
0.0000,27,71.065055
0.0000,28,71.065055
0.0000,29,71.065055
0.0000,30,71.065055
0.0000,31,71.065055
0.0000,32,71.065055
0.0000,33,71.065055
0.0000,34,71.065055
0.0000,35,71.065055
0.0000,36,71.065055
0.0000,37,71.065055
0.0000,38,71.065055
0.0000,39,71.065055
0.0000,40,71.065055
0.0000,41,71.065055
0.0000,42,71.065055
0.0000,43,71.065055
0.0000,44,71.065055
0.0000,45,71.065055
0.0000,46,71.065055
0.0000,47,71.065055
0.0000,48,71.065055
0.0000,49,71.065055
0.0000,50,71.065055
0.0000,51,71.065055
0.0000,52,71.065055
0.0000,53,71.065055
0.0000,54,71.065055
0.0000,55,71.065055
0.0000,56,71.065055
0.0000,57,71.065055
0.0000,58,71.065055
0.0000,59,71.065055
0.0000,60,71.065055
0.0000,61,71.065055
0.0000,62,71.065055
0.0000,63,71.065055
0.0000,64,71.065055
0.0000,65,71.065055
0.0000,66,71.065055
0.0000,67,71.065055
0.0000,68,71.065055
0.0000,69,71.065055
0.0000,70,71.065055
0.0000,71,71.065055
0.0000,72,71.065055
0.0000,73,71.065055
0.0000,74,71.065055
0.0000,75,71.065055
0.0000,76,71.065055
0.0000,77,71.065055
0.0000,78,71.065055
0.0000,79,71.065055
0.0000,80,71.065055
0.0000,81,71.065055
0.0000,82,71.065055
0.0000,83,71.065055
0.0000,84,71.065055
0.0000,85,71.065055
0.0000,86,71.065055
0.0000,87,71.065055
0.0000,88,71.065055
0.0000,89,71.065055
0.0000,90,71.065055
0.0000,91,71.065055
0.0000,92,71.065055
0.0000,93,71.065055
0.0000,94,71.065055
0.0000,95,71.065055
0.0000,96,71.065055
0.0000,97,71.065055
0.0000,98,71.065055
0.0000,99,71.065055
0.0500,0,72.054770
0.0500,1,72.675296
0.0500,2,72.683263
0.0500,3,72.688240
0.0500,4,72.709911
0.0500,5,72.182831
0.0500,6,72.228203
0.0500,7,71.964452
0.0500,8,71.959823
0.0500,9,72.648264
0.0500,10,72.065319
0.0500,11,71.652209
0.0500,12,72.556682
0.0500,13,71.510322
0.0500,14,72.872986
0.0500,15,71.743518
0.0500,16,71.824475
0.0500,17,72.291995
0.0500,18,72.351440
0.0500,19,72.305535
0.0500,20,72.120604
0.0500,21,72.039506
0.0500,22,71.974642
0.0500,23,72.481826
