episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7
0,0,0.000000,agent_0,actor_logits,1,1,2,0.839809,0.696980,0.142829,0.690604,0.535647,0.696980,0.839809,,,,,,
0,0,0.000000,agent_1,actor_logits,1,1,5,0.394741,-0.099926,0.162440,1.596590,0.248245,-0.099926,0.394741,0.203302,0.232301,0.097225,,,
0,0,0.000000,agent_2,actor_logits,2,1,7,0.676206,-0.996575,0.114738,1.844339,0.247985,-0.098632,0.023252,0.676206,-0.996575,-0.027552,0.561468,-0.063672,
0,0,0.000000,agent_3,actor_logits,2,1,4,0.725582,0.337041,0.197102,1.376654,0.303329,0.528480,0.499437,0.725582,0.337041,,,,
0,0,0.000000,agent_4,actor_logits,2,1,4,0.955218,0.185109,0.482112,1.343918,0.374214,0.430684,0.473106,0.955218,0.185109,,,,
0,0,0.000000,agent_5,actor_logits,3,1,5,0.288352,-0.047871,0.028572,1.602714,0.220010,-0.047871,0.248866,0.259780,0.288352,0.180401,,,
0,3,3.000000,agent_5,actor_logits,2,1,6,0.803968,-0.946855,0.045710,1.639623,0.264110,-0.946855,0.142728,0.803968,-0.491545,0.758258,0.661701,,
0,5,5.000000,agent_2,actor_logits,2,1,4,1.247948,-0.515589,0.260673,1.210413,0.435558,0.987275,0.209305,1.247948,-0.515589,,,,
0,5,5.000000,agent_4,actor_logits,4,1,5,0.549111,-0.382112,0.217119,1.547963,0.310918,-0.382112,-0.260961,0.331992,-0.008539,0.549111,,,
0,6,6.000000,agent_1,actor_logits,3,1,6,0.581940,-0.846536,0.048594,1.709154,0.251559,0.533347,-0.076373,-0.846536,0.581940,0.155980,0.091079,,
0,8,8.000000,agent_5,actor_logits,2,1,5,0.699108,-0.899984,0.201667,1.483487,0.324687,-0.899984,-0.325606,0.699108,0.344636,0.497441,,,
0,9,9.000000,agent_0,actor_logits,0,1,4,1.627610,-0.009232,0.294944,1.175620,0.462135,1.627610,0.134630,-0.009232,1.332666,,,,
0,10,10.000000,agent_2,actor_logits,5,1,7,1.422224,-1.180329,0.576837,1.708364,0.357325,-0.236099,-0.082391,0.502940,-1.180329,0.376536,1.422224,0.845388,
0,10,10.000000,agent_3,actor_logits,2,1,3,1.986957,1.105987,0.790608,1.012246,0.535346,1.196348,1.105987,1.986957,,,,,
0,12,12.000000,agent_1,actor_logits,4,1,5,0.278740,-0.883496,0.071019,1.546750,0.277029,-0.065173,0.207721,-0.142084,-0.883496,0.278740,,,
0,13,13.000000,agent_3,actor_logits,0,1,2,1.343993,0.330462,1.013531,0.579533,0.733711,1.343993,0.330462,,,,,,
0,14,14.000000,agent_5,actor_logits,2,1,5,0.838801,-0.488586,0.390649,1.508142,0.357987,-0.029353,-0.000802,0.838801,-0.488586,0.448152,,,
0,17,17.000000,agent_1,actor_logits,2,1,4,1.150142,0.213916,0.304052,1.307731,0.394607,0.846089,0.244396,1.150142,0.213916,,,,
0,17,17.000000,agent_4,actor_logits,5,1,6,1.745014,-1.277451,0.970094,1.400838,0.493270,-0.399712,-0.229171,0.774920,-1.277451,0.676697,1.745014,,
0,18,18.000000,agent_0,actor_logits,0,1,2,1.785791,0.357350,1.428441,0.491032,0.806658,1.785791,0.357350,,,,,,
0,19,19.000000,agent_3,actor_logits,2,1,5,0.662154,-0.503026,0.250365,1.550022,0.296798,0.411790,-0.503026,0.662154,0.191107,0.238372,,,
0,20,20.000000,agent_4,actor_logits,2,1,5,1.027938,-0.829895,0.409536,1.397521,0.397828,-0.829895,0.618402,1.027938,-0.774193,0.390670,,,
0,21,21.000000,agent_2,actor_logits,0,1,4,2.372397,-0.335883,1.499642,0.823094,0.735394,2.372397,-0.287520,0.872756,-0.335883,,,,
0,22,22.000000,agent_1,actor_logits,6,1,7,1.075578,-0.909356,0.050619,1.767149,0.274292,0.014561,0.281993,-0.368179,-0.909356,0.428084,1.024959,1.075578,
0,23,23.000000,agent_5,actor_logits,2,1,4,1.585585,-0.229171,0.397097,1.164885,0.482514,-0.229171,1.188488,1.585585,0.147282,,,,
0,24,24.000000,agent_0,actor_logits,1,1,3,2.031354,-0.583781,0.781278,0.784503,0.653177,-0.583781,2.031354,1.250076,,,,,
0,25,25.000000,agent_1,actor_logits,2,1,3,1.324233,0.203297,0.305212,1.010291,0.484745,0.203297,1.019021,1.324233,,,,,
0,25,25.000000,agent_4,actor_logits,1,1,5,1.493405,-1.201202,0.827827,1.237660,0.534370,-1.201202,1.493405,0.665578,0.095258,-0.629016,,,
0,26,26.000000,agent_2,actor_logits,0,1,4,2.186685,-0.059767,2.173320,0.829096,0.753521,2.186685,-0.059767,-0.043306,0.013365,,,,
0,26,26.000000,agent_5,actor_logits,1,1,3,1.593261,-0.469766,0.496905,0.876536,0.576210,-0.469766,1.593261,1.096356,,,,,
0,28,28.000000,agent_3,actor_logits,2,1,4,1.033833,0.186735,0.052744,1.334682,0.333285,0.186735,0.560871,1.033833,0.981089,,,,
0,28,28.000000,agent_4,actor_logits,3,1,5,1.203924,-0.770145,0.311007,1.430002,0.385715,-0.770145,0.166532,0.200462,1.203924,0.892917,,,
0,31,31.000000,agent_0,actor_logits,3,1,4,1.814450,-0.356514,0.814433,1.174114,0.505094,-0.356514,1.000018,0.953762,1.814450,,,,
0,31,31.000000,agent_3,actor_logits,2,1,3,1.315056,-0.623934,0.343101,0.898875,0.539544,-0.623934,0.971955,1.315056,,,,,
0,33,33.000000,agent_4,actor_logits,2,1,3,0.744602,-0.776627,0.184000,0.954751,0.487715,-0.776627,0.560602,0.744602,,,,,
