episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5
0,0,0.000000,agent_0,actor_logits,2,1,3,-1.895444,-23.163391,2.887396,0.206621,0.947220,-4.782840,-23.163391,-1.895444,,,
0,0,0.000000,agent_1,actor_logits,3,1,5,11.294742,-24.553280,0.601892,0.665342,0.644516,-2.606235,-24.553280,5.715882,11.294742,10.692849,
0,0,0.000000,agent_2,actor_logits,3,1,4,4.841221,-24.022736,1.028283,0.745945,0.699860,2.199479,-24.022736,3.812939,4.841221,,
0,0,0.000000,agent_3,actor_logits,1,1,2,-13.916337,-15.927190,2.010853,0.363058,0.881932,-15.927190,-13.916337,,,,
0,0,0.000000,agent_4,actor_logits,2,1,3,7.121781,-14.972575,11.225669,0.000163,0.999987,-14.972575,-4.103888,7.121781,,,
0,0,0.000000,agent_5,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,1,3.605551,agent_0,actor_logits,3,1,4,2.018108,-3.338952,0.674262,0.762627,0.643064,-1.180782,-3.338952,1.343846,2.018108,,
0,2,4.000000,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,3,4.242641,agent_1,actor_logits,3,1,4,2.586409,-3.078370,1.062439,0.668883,0.727220,-3.078370,-1.062391,1.523970,2.586409,,
0,4,7.848192,agent_0,actor_logits,3,1,5,5.357462,-6.051226,1.908121,0.567112,0.826601,-6.051226,-3.342124,3.449341,5.357462,2.564444,
0,5,11.180340,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,6,11.453743,agent_0,actor_logits,3,1,4,1.098585,-2.698493,0.299798,1.050260,0.483576,-0.090418,-2.698493,0.798787,1.098585,,
0,7,13.055385,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,8,14.212670,agent_2,actor_logits,3,1,4,2.423698,-2.526495,0.393190,0.723172,0.591996,-2.526495,-2.507618,2.030508,2.423698,,
0,9,17.029386,agent_5,actor_logits,3,1,4,0.547462,-0.635241,0.310614,1.295206,0.399963,-0.227361,-0.635241,0.236848,0.547462,,
0,10,21.272027,agent_1,actor_logits,2,1,3,-0.158805,-1.409767,0.980266,0.944576,0.601887,-1.139071,-1.409767,-0.158805,,,
0,11,22.110770,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,12,22.360680,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,13,22.634083,agent_0,actor_logits,2,1,3,1.112869,-7.366879,0.554241,0.657398,0.635035,0.558628,-7.366879,1.112869,,,
0,14,25.393010,agent_2,actor_logits,2,1,3,3.248667,-6.782437,5.206591,0.034325,0.994506,-6.782437,-1.957924,3.248667,,,
0,15,31.166155,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,16,33.541020,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,17,33.814423,agent_0,actor_logits,2,1,4,3.031677,-3.357967,2.276100,0.344348,0.902062,0.755576,-3.357967,3.031677,-2.438875,,
0,18,34.058773,agent_5,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,19,36.573350,agent_2,actor_logits,3,1,4,2.524404,-2.969927,0.575442,0.712296,0.633054,-2.969927,-1.812398,1.948962,2.524404,,
0,20,38.301413,agent_1,actor_logits,2,1,4,2.746124,-2.182963,2.527031,0.366010,0.908235,-2.182963,-1.529160,2.746124,0.219093,,
0,21,40.221541,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,22,44.721360,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,23,47.301413,agent_1,actor_logits,0,1,3,0.647489,-1.726122,1.656881,0.668233,0.778891,0.647489,-1.726122,-1.009392,,,
0,24,47.753690,agent_2,actor_logits,2,1,3,3.615163,-7.557434,5.776150,0.021120,0.996895,-7.557434,-2.160987,3.615163,,,
0,25,48.027093,agent_0,actor_logits,2,1,4,4.791224,-4.530553,4.678508,0.056835,0.990297,0.112715,-4.530553,4.791224,-2.994695,,
0,26,49.276926,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,27,51.088159,agent_5,actor_logits,3,1,4,0.547462,-0.635241,0.310614,1.295206,0.399963,-0.227361,-0.635241,0.236848,0.547462,,
0,28,51.301413,agent_1,actor_logits,2,1,3,2.311817,-6.566333,2.767547,0.225767,0.940773,-0.455730,-6.566333,2.311817,,,
0,29,53.027093,agent_0,actor_logits,2,1,3,2.599028,-5.384615,4.332113,0.072243,0.986699,-5.384615,-1.733085,2.599028,,,
0,30,55.901699,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,31,57.301413,agent_1,actor_logits,0,1,3,0.718897,-3.111934,2.913271,0.297482,0.929377,0.718897,-3.111934,-2.194375,,,
0,32,58.332311,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,33,58.934030,agent_2,actor_logits,3,1,4,2.436643,-2.872486,0.583134,0.721680,0.633245,-2.872486,-1.693790,1.853509,2.436643,,
0,34,61.027093,agent_0,actor_logits,3,1,4,7.281148,-8.037511,4.016719,0.088941,0.982305,3.264429,-8.037511,-6.340538,7.281148,,
0,35,61.544054,agent_1,actor_logits,2,1,5,6.268049,-6.735888,1.091609,0.687390,0.724729,-6.586593,-6.735888,6.268049,5.176441,3.147768,
0,36,64.632645,agent_0,actor_logits,2,1,3,0.835523,-5.888801,0.408048,0.678212,0.600187,0.427475,-5.888801,0.835523,,,
0,37,67.082039,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,38,67.387696,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,39,67.544054,agent_1,actor_logits,2,1,4,6.387515,-3.756361,7.376217,0.006143,0.999293,-3.756361,-3.688788,6.387515,-0.988702,,
0,40,68.117545,agent_5,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,41,70.114370,agent_2,actor_logits,2,1,3,3.698209,-7.733045,5.905209,0.018905,0.997271,-7.733045,-2.207000,3.698209,,,
0,42,72.544054,agent_1,actor_logits,0,1,3,3.083056,-6.884133,8.441565,0.002551,0.999737,3.083056,-6.884133,-5.358508,,,
0,43,76.443081,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,44,78.262379,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,45,78.544054,agent_1,actor_logits,0,1,4,5.084601,-9.828457,5.655386,0.031510,0.995457,5.084601,-9.828457,-0.570785,-1.760427,,
0,46,81.294710,agent_2,actor_logits,3,1,4,2.443519,-2.887641,0.593139,0.720689,0.635443,-2.887641,-1.674540,1.850380,2.443519,,
0,47,81.662031,agent_0,actor_logits,2,1,4,2.737584,-2.189455,2.504902,0.370505,0.906571,-2.189455,-1.522144,2.737584,0.232682,,
0,48,83.544054,agent_1,actor_logits,3,1,5,6.234560,-7.083247,0.348016,0.830133,0.560049,-7.083247,-5.206462,3.702053,6.234560,5.886544,
0,49,85.146932,agent_5,actor_logits,3,1,4,0.547462,-0.635241,0.310614,1.295206,0.399963,-0.227361,-0.635241,0.236848,0.547462,,
0,50,85.498466,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,51,87.786695,agent_1,actor_logits,2,1,3,2.220758,-8.740434,8.208616,0.002714,0.999710,-5.987857,-8.740434,2.220758,,,
0,52,89.442719,agent_4,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
0,53,90.662031,agent_0,actor_logits,0,1,3,1.534101,-3.155202,3.748038,0.159491,0.968282,1.534101,-3.155202,-2.213937,,,
0,54,92.475050,agent_2,actor_logits,2,1,3,4.567780,-9.571850,7.256580,0.005832,0.999294,-9.571850,-2.688800,4.567780,,,
0,55,94.553851,agent_3,actor_logits,2,1,3,0.236848,-0.635241,0.464209,1.036952,0.488589,-0.227361,-0.635241,0.236848,,,
