episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5
0,0,0.000000,agent_0,actor_logits,1,1,2,0.112319,-0.009417,0.121736,0.691298,0.530396,-0.009417,0.112319,,,,
0,0,0.000000,agent_1,actor_logits,2,1,3,0.109102,-0.056116,0.046509,1.096251,0.356854,-0.056116,0.062593,0.109102,,,
0,0,0.000000,agent_2,actor_logits,0,1,5,0.212489,-0.232748,0.081420,1.598447,0.238328,0.212489,-0.232748,-0.033391,0.131069,0.051624,
0,0,0.000000,agent_3,actor_logits,1,1,3,0.109830,-0.084990,0.001341,1.094617,0.354404,-0.084990,0.109830,0.108489,,,
0,0,0.000000,agent_4,actor_logits,1,1,2,0.099702,0.006468,0.093234,0.692062,0.523292,0.006468,0.099702,,,,
0,0,0.000000,agent_5,actor_logits,1,1,2,0.107062,-0.003621,0.110684,0.691618,0.527643,-0.003621,0.107062,,,,
0,3,3.000000,agent_4,actor_logits,1,1,3,0.073120,-0.061434,0.068894,1.097103,0.356185,-0.061434,0.073120,0.004226,,,
0,5,5.000000,agent_2,actor_logits,2,1,3,0.024841,-0.019977,0.011898,1.098434,0.339634,-0.019977,0.012943,0.024841,,,
0,9,9.000000,agent_0,actor_logits,3,1,4,0.203040,-0.084952,0.114023,1.380929,0.286975,-0.084952,0.089017,0.031795,0.203040,,
0,9,9.000000,agent_1,actor_logits,3,1,4,0.140061,-0.111677,0.032907,1.381866,0.273086,0.053166,-0.111677,0.107154,0.140061,,
0,9,9.000000,agent_4,actor_logits,1,1,3,0.160631,-0.127581,0.068511,1.091432,0.372664,-0.127581,0.160631,0.092120,,,
0,10,10.000000,agent_3,actor_logits,2,1,3,0.072317,0.001366,0.035302,1.098193,0.345206,0.001366,0.037016,0.072317,,,
0,10,10.000000,agent_5,actor_logits,3,1,4,0.081845,-0.009861,0.017470,1.385676,0.260274,-0.009861,0.027441,0.064375,0.081845,,
0,13,13.000000,agent_3,actor_logits,0,1,2,0.080342,-0.083843,0.164185,0.689789,0.540954,0.080342,-0.083843,,,,
0,15,15.000000,agent_0,actor_logits,2,1,3,0.159253,-0.160905,0.013343,1.088513,0.368626,-0.160905,0.145911,0.159253,,,
0,15,15.000000,agent_2,actor_logits,0,1,5,0.212401,-0.168714,0.148337,1.599219,0.249288,0.212401,-0.130898,-0.066304,0.064064,-0.168714,
0,15,15.000000,agent_4,actor_logits,1,1,2,0.184126,-0.059257,0.243383,0.685797,0.560547,-0.059257,0.184126,,,,
0,19,19.000000,agent_0,actor_logits,1,1,2,0.076185,-0.069014,0.145199,0.690519,0.536236,-0.069014,0.076185,,,,
0,19,19.000000,agent_3,actor_logits,2,1,3,0.208888,-0.151791,0.270119,1.086359,0.406423,-0.151791,-0.061231,0.208888,,,
0,20,20.000000,agent_5,actor_logits,0,1,2,0.046298,-0.101730,0.148027,0.690416,0.536939,0.046298,-0.101730,,,,
0,23,23.000000,agent_1,actor_logits,2,1,3,0.167731,-0.074352,0.190505,1.092998,0.382917,-0.074352,-0.022774,0.167731,,,
0,23,23.000000,agent_5,actor_logits,0,1,2,0.023027,-0.015160,0.038188,0.692965,0.509546,0.023027,-0.015160,,,,
0,24,24.000000,agent_0,actor_logits,2,1,3,0.196922,-0.263531,0.071360,1.080170,0.390301,-0.263531,0.125563,0.196922,,,
0,25,25.000000,agent_1,actor_logits,2,1,3,0.204180,-0.039057,0.210295,1.092561,0.385441,-0.039057,-0.006115,0.204180,,,
0,26,26.000000,agent_2,actor_logits,0,1,3,0.153485,-0.076730,0.180691,1.093551,0.380365,0.153485,-0.076730,-0.027206,,,
0,27,27.000000,agent_4,actor_logits,1,1,3,0.328713,-0.153434,0.233090,1.079611,0.415017,-0.153434,0.328713,0.095624,,,
0,28,28.000000,agent_3,actor_logits,1,1,3,0.159056,-0.175871,0.048263,1.088464,0.374774,-0.175871,0.159056,0.110793,,,
0,30,30.000000,agent_1,actor_logits,1,1,2,0.193722,-0.117283,0.311004,0.681201,0.577130,-0.117283,0.193722,,,,
0,31,31.000000,agent_4,actor_logits,0,1,1,-0.124957,-0.124957,nan,0.000000,1.000000,-0.124957,,,,,
0,35,35.000000,agent_0,actor_logits,1,1,2,0.170049,-0.043760,0.213809,0.687465,0.553250,-0.043760,0.170049,,,,
0,35,35.000000,agent_4,actor_logits,2,1,3,0.289162,-0.141434,0.281836,1.082196,0.415884,-0.141434,0.007327,0.289162,,,
0,35,35.000000,agent_5,actor_logits,1,1,3,0.509020,-0.340265,0.487214,1.038419,0.489702,0.021806,0.509020,-0.340265,,,
0,36,36.000000,agent_3,actor_logits,1,1,2,0.184550,-0.192287,0.376836,0.675707,0.593110,-0.192287,0.184550,,,,
0,38,38.000000,agent_2,actor_logits,1,1,3,0.214813,-0.331135,0.019894,1.071028,0.390687,0.194919,0.214813,-0.331135,,,
0,39,39.000000,agent_1,actor_logits,0,1,2,-0.027101,-0.035530,0.008429,0.693138,0.502107,-0.027101,-0.035530,,,,
0,39,39.000000,agent_3,actor_logits,1,1,2,0.135539,-0.167158,0.302697,0.681824,0.575102,-0.167158,0.135539,,,,
0,40,40.000000,agent_5,actor_logits,0,1,2,0.099320,0.090344,0.008976,0.693137,0.502244,0.099320,0.090344,,,,
0,41,41.000000,agent_4,actor_logits,1,1,2,0.159899,-0.243178,0.403077,0.673243,0.599427,-0.243178,0.159899,,,,
0,45,45.000000,agent_2,actor_logits,1,1,2,0.243484,-0.005060,0.248544,0.685485,0.561818,-0.005060,0.243484,,,,
