time,igi_mean,igi_std,agi_mean,agi_std,iwi_mean,iwi_std,wi_fromT_mean,wi_fromT_std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0120920920920926,1.6343109676343013,2.220446049250313e-16,1.6343109676343013,2.220446049250313e-16,3.0120920920920926,0.0,0.0,0.0
6.024184184184185,3.2686219352686026,4.440892098500626e-16,3.2686219352686026,4.440892098500626e-16,6.024184184184185,0.0,0.0,0.0
9.036276276276277,4.902932902902903,0.0,4.902932902902903,0.0,9.03627627627628,1.7763568394002505e-15,0.0,0.0
12.04836836836837,6.537243870537205,8.881784197001252e-16,6.537243870537205,8.881784197001252e-16,12.04836836836837,0.0,0.0,0.0
15.060460460460463,7.8272354217723485,0.0,6.9741671105929015,0.0,15.060460460460465,1.7763568394002505e-15,0.0,0.0
18.072552552552555,9.087882179882586,0.0,7.388326810220368,0.0,18.07255255255256,3.552713678800501e-15,0.0,0.0
21.084644644644648,9.964448466619773,1.7763568394002505e-15,7.771538987958317,0.0,21.084644644644644,3.552713678800501e-15,0.0,0.0
24.09673673673674,11.192519705857377,1.7763568394002505e-15,8.375292303335202,0.0,24.09673673673674,0.0,0.0,0.0
27.108828828828834,12.493145634998639,1.7763568394002505e-15,9.024567861680698,1.7763568394002505e-15,27.10882882882884,7.105427357601002e-15,0.0,0.0
30.120920920920927,13.793771564139899,1.7763568394002505e-15,9.673843420026197,1.7763568394002505e-15,30.12092092092093,3.552713678800501e-15,0.0,0.0
33.13301301301302,14.917174935173268,0.0,10.283395943267937,1.7763568394002505e-15,33.13301301301301,7.105427357601002e-15,0.0,0.0
36.14510510510511,12.239914519519521,1.7763568394002505e-15,10.644641232865723,0.0,23.63889873873874,3.552713678800501e-15,0.0,0.0
39.157197197197206,13.623217812812822,1.7763568394002505e-15,10.826429094257394,1.7763568394002505e-15,25.608806966966974,0.0,0.0,0.0
42.169289289289296,15.00652110610611,3.552713678800501e-15,11.081054996390405,0.0,27.5787151951952,0.0,0.0,0.0
45.18138138138139,16.389824399399405,3.552713678800501e-15,11.39395146301142,0.0,29.54862342342343,3.552713678800501e-15,0.0,0.0
48.19347347347348,17.7731276926927,3.552713678800501e-15,11.75402869578896,0.0,31.51853165165166,0.0,0.0,0.0
51.20556556556557,19.156430985985995,3.552713678800501e-15,12.152983660149406,1.7763568394002505e-15,33.488439879879884,0.0,0.0,0.0
54.21765765765767,20.539734279279294,3.552713678800501e-15,12.58446078495852,1.7763568394002505e-15,35.45834810810812,0.0,0.0,0.0
57.22974974974976,21.92303757257259,3.552713678800501e-15,13.043324997237775,0.0,37.42825633633635,0.0,0.0,0.0
60.241841841841854,23.306340865865884,3.552713678800501e-15,13.525468228544778,0.0,39.398164564564574,0.0,0.0,0.0
63.25393393393394,21.40043959459462,3.552713678800501e-15,14.01434342334079,0.0,41.36807279279281,7.105427357601002e-15,0.0,0.0
66.26602602602604,22.62711409909912,3.552713678800501e-15,14.38072936118078,3.552713678800501e-15,43.33798102102104,7.105427357601002e-15,0.0,0.0
