episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7,logit_a8,logit_a9,logit_a10,logit_a11,logit_a12
0,0,0.000000,agent_0,actor_logits,2,1,12,11.330793,-26.064171,3.798895,0.162764,0.969010,5.397231,7.531898,11.330793,-2.933116,-7.214456,-6.468825,6.355553,-1.749196,-7.282615,0.813737,-5.209013,-26.064171,
0,1,12.100000,agent_0,actor_logits,6,1,12,11.085287,-28.644135,1.061598,0.607301,0.738186,6.258271,10.023689,3.860876,-4.439033,-6.889169,-5.694256,11.085287,-0.869607,-9.021828,0.422275,-5.364420,-28.644135,
0,2,27.400000,agent_0,actor_logits,1,1,12,11.925439,-31.457520,4.058114,0.093360,0.982198,7.867325,11.925439,4.546796,2.426413,-4.404419,-6.765204,3.009110,0.342723,-5.847848,-2.611171,-5.381661,-31.457520,
0,3,36.400000,agent_0,actor_logits,2,1,12,11.825218,-26.722763,5.165354,0.075896,0.988336,6.027690,6.027956,11.825218,-3.120648,-7.314293,-4.982520,6.659864,-1.831130,-7.399515,0.934213,-4.887732,-26.722763,
0,4,48.500000,agent_0,actor_logits,1,1,12,12.179047,-29.732552,3.692862,0.148463,0.970330,6.984901,12.179047,3.123488,-3.426669,-5.787528,-5.595504,8.486185,-1.532364,-7.137791,0.620761,-5.956873,-29.732552,
0,5,61.200000,agent_0,actor_logits,2,1,12,11.352342,-26.880808,3.823480,0.205093,0.960808,6.751952,7.528862,11.352342,-3.905233,-4.720964,-5.523594,6.628491,-3.102466,-5.654132,-0.243827,-6.642289,-26.880808,
0,6,73.300000,agent_0,actor_logits,1,1,12,11.968651,-29.655176,4.027755,0.118925,0.977824,7.940896,11.968651,3.532323,-2.277444,-4.888460,-5.649965,6.592683,-1.701964,-6.153377,1.112321,-6.545139,-29.655176,
0,7,86.000000,agent_0,actor_logits,2,1,12,11.170994,-27.761915,3.427392,0.270872,0.944210,7.002482,7.743601,11.170994,-3.631062,-4.728038,-5.437377,6.671614,-3.295334,-5.635437,0.488671,-6.963818,-27.761915,
0,8,98.100000,agent_0,actor_logits,1,1,12,10.865835,-29.956892,1.462189,0.512824,0.808082,9.403646,10.865835,3.144396,-1.359579,-3.099964,-6.132318,5.599217,-1.866727,-5.311796,2.103384,-7.098794,-29.956892,
0,9,110.800000,agent_0,actor_logits,2,1,12,11.092272,-27.908981,3.909390,0.186914,0.965067,6.281567,7.182881,11.092272,-2.867904,-3.715555,-5.651864,6.249076,-3.828637,-5.307457,2.054230,-7.947817,-27.908981,
0,10,122.900000,agent_0,actor_logits,0,1,12,10.543461,-30.202198,2.512202,0.294600,0.921208,10.543461,8.031259,2.926711,-0.394924,-1.737430,-6.157815,4.908606,-1.196252,-4.417324,2.580735,-6.686718,-30.202198,
0,11,142.900000,agent_0,actor_logits,1,1,12,11.083276,-31.268366,3.609910,0.126338,0.973201,7.473366,11.083276,2.299795,-2.197268,-0.298676,-5.176092,2.807400,-1.336694,-1.033581,1.227798,-8.572615,-31.268366,
0,12,155.600000,agent_0,actor_logits,1,1,12,10.189822,-27.470354,2.981318,0.231624,0.946274,3.377230,10.189822,7.208505,-3.000312,-0.580988,-5.058078,4.804958,-3.612710,-3.378139,2.203211,-8.990096,-27.470354,
0,13,169.700000,agent_0,actor_logits,4,1,12,11.387949,-31.830185,6.057643,0.027948,0.996265,5.330306,4.632011,0.742781,1.286409,11.387949,-2.206515,-1.081905,-5.100677,-2.301075,2.733240,-5.215746,-31.830185,
0,14,180.200000,agent_0,actor_logits,2,1,12,9.142739,-33.308937,2.045508,0.398661,0.879323,4.158334,-1.290684,9.142739,-3.382992,-0.607133,7.097231,-0.086991,-1.000110,-0.928335,2.004139,-1.907427,-33.308937,
0,15,194.900000,agent_0,actor_logits,4,1,12,11.835001,-32.929089,7.562783,0.008999,0.999007,4.272218,3.428321,-1.406397,-0.173849,11.835001,0.870384,-1.481635,-2.129427,-2.610889,3.428035,-4.137393,-32.929089,
0,17,205.400000,agent_0,actor_logits,5,1,12,10.840736,-31.373800,5.651359,0.028593,0.995975,2.473870,-1.220484,5.189377,-3.583453,0.450607,10.840736,0.647113,1.597950,-1.493085,1.634910,-0.005865,-31.373800,
