episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7,logit_a8,logit_a9,logit_a10,logit_a11,logit_a12
0,0,0.000000,agent_0,actor_logits,6,1,12,11.299353,-9.491112,1.788640,0.411167,0.856734,-2.498937,0.482076,9.510713,-3.836021,-2.077006,-3.673608,11.299353,-0.044970,-9.491112,-8.462111,-3.378114,-6.689171,
0,1,13.400000,agent_0,actor_logits,1,1,12,11.592271,-12.420835,9.161530,0.001785,0.999835,-2.207311,11.592271,-1.547637,1.437678,-2.812160,-1.042339,2.430741,-0.308527,-8.681159,-12.420835,-0.652299,-1.224478,
0,2,22.400000,agent_0,actor_logits,6,1,12,14.126962,-8.286916,6.494204,0.011379,0.998486,-3.044933,1.806053,7.632758,-2.993742,-2.733926,-2.951412,14.126962,-4.488785,-8.247149,-8.054338,-5.995915,-8.286916,
0,3,35.800000,agent_0,actor_logits,1,1,12,14.272552,-12.818843,10.873006,0.000270,0.999978,-2.913907,14.272552,-1.968347,3.399547,0.204923,-1.073606,-1.080685,0.931653,-8.033845,-12.818843,-3.985718,-4.098576,
0,4,44.800000,agent_0,actor_logits,6,1,12,10.809870,-10.071953,4.222012,0.098478,0.982135,-3.539489,5.157535,6.587858,-1.501698,-1.540476,-2.716888,10.809870,-3.303252,-7.815379,-8.440170,-7.946748,-10.071953,
0,5,58.200000,agent_0,actor_logits,1,1,12,15.746945,-12.625821,10.393651,0.000411,0.999965,-3.362329,15.746945,-1.743430,5.353294,3.278511,-1.301642,-4.396511,1.406833,-6.708315,-12.625821,-6.787804,-6.865817,
0,6,67.200000,agent_0,actor_logits,1,1,12,10.902697,-12.657181,6.239004,0.026131,0.996503,-4.165125,10.902697,4.663692,1.434360,0.116671,-2.323327,4.368809,-1.502598,-6.766591,-8.255564,-10.566014,-12.657181,
0,7,81.300000,agent_0,actor_logits,4,1,12,16.169397,-12.920368,9.710211,0.000817,0.999926,-1.788438,6.459187,-2.889825,4.817070,16.169397,1.381731,-3.227599,2.419927,-3.126315,-9.299592,-8.163531,-12.920368,
0,8,91.800000,agent_0,actor_logits,5,1,12,11.201909,-7.687659,8.206181,0.005327,0.999459,-4.723470,0.386284,2.995729,-1.489489,2.047811,11.201909,0.951400,2.030756,-7.687659,-4.292595,-4.639155,-6.528966,
0,9,109.800000,agent_0,actor_logits,10,1,12,11.033970,-10.078762,3.689761,0.123747,0.974488,-1.130563,-4.061204,4.280240,-6.034867,7.344209,-0.713509,-1.039637,-2.866422,-0.372307,-10.078762,11.033970,-1.276895,
