episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7,logit_a8,logit_a9,logit_a10,logit_a11,logit_a12
0,0,0.000000,agent_0,actor_logits,2,1,12,1.884350,-5.179979,0.261159,1.902329,0.317879,0.886504,0.756306,1.884350,-0.310381,0.045178,-1.748130,1.623190,-0.633059,-5.179979,0.366209,-1.198980,-1.331514,
0,1,12.100000,agent_0,actor_logits,6,1,12,3.183583,-5.857642,1.457051,1.515866,0.550025,1.411069,1.726532,0.877419,0.179049,-0.364740,-3.747426,3.183583,1.255803,-5.857642,0.643619,-2.651477,-1.534214,
0,2,27.400000,agent_0,actor_logits,1,1,12,4.421065,-4.166029,0.332448,1.168608,0.497632,2.458346,4.421065,0.512513,4.088617,-0.086079,-2.864166,-3.035343,2.205205,-4.166029,-0.269971,-2.638606,-3.951237,
0,3,36.400000,agent_0,actor_logits,2,1,12,2.164571,-5.218355,0.175720,1.763069,0.349351,0.827364,0.808249,2.164571,-0.313710,0.135436,-1.997119,1.988851,-0.488239,-5.218355,0.319734,-1.557929,-1.788582,
0,4,48.500000,agent_0,actor_logits,6,1,12,3.412530,-5.964298,1.535802,1.435610,0.578790,1.574548,1.876728,0.925324,0.131578,-0.443898,-3.928650,3.412530,1.396703,-5.964298,0.753867,-2.975095,-1.741535,
0,5,63.800000,agent_0,actor_logits,3,1,12,4.766312,-4.478051,0.138936,0.995996,0.494693,2.098386,4.627377,0.198983,4.766312,-0.382122,-2.539481,-1.945912,1.937856,-3.972308,-0.749489,-3.312822,-4.478051,
0,6,80.000000,agent_0,actor_logits,6,1,12,3.999959,-6.280429,1.164123,1.266767,0.603373,1.813415,2.835836,1.383917,-0.207234,-0.737663,-4.357950,3.999959,1.722668,-6.280429,0.533766,-3.831040,-2.408984,
0,7,95.300000,agent_0,actor_logits,1,1,12,5.612796,-4.559672,0.641903,0.778538,0.639002,1.527248,5.612796,0.320494,4.970893,-0.766105,-2.402464,-1.132453,1.233075,-3.413177,-1.445629,-4.191759,-4.559672,
0,8,104.300000,agent_0,actor_logits,1,1,12,2.653201,-5.672908,0.429408,1.645467,0.390585,0.945393,2.653201,1.766100,-0.390903,0.339598,-2.118154,2.223793,-0.164556,-5.672908,0.275233,-3.023903,-2.625135,
0,9,118.400000,agent_0,actor_logits,4,1,12,2.162606,-4.043143,0.825780,1.909102,0.381905,0.940012,0.049481,-0.633872,0.572797,2.162606,0.823317,-0.347497,-1.800516,-4.043143,1.336826,-0.700113,-0.378003,
