episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6,logit_a7,logit_a8,logit_a9,logit_a10,logit_a11,logit_a12
0,0,0.000000,agent_0,actor_logits,6,1,12,3.661422,-7.727111,0.845699,1.193095,0.544602,-1.772631,2.815723,2.470307,-3.959020,-2.025358,-2.461360,3.661422,0.554085,-4.114408,0.603511,-3.961165,-7.727111,
0,1,13.400000,agent_0,actor_logits,1,1,12,7.939243,-7.575199,6.988170,0.020399,0.997629,-1.264307,7.939243,-1.050122,-2.049270,0.817111,-2.172366,-1.379692,0.951074,-3.599049,-0.446467,-3.845120,-7.575199,
0,2,22.400000,agent_0,actor_logits,6,1,12,4.778241,-7.919244,0.920413,0.818227,0.679775,-1.933250,1.620396,3.857828,-4.254843,-2.880566,-2.472282,4.778241,-0.125004,-4.414132,0.866788,-4.056495,-7.919244,
0,3,35.800000,agent_0,actor_logits,1,1,12,8.115406,-7.812041,7.245029,0.016706,0.998112,-1.331233,8.115406,-0.898286,-2.077178,0.870377,-2.128207,-1.492532,0.772603,-3.709583,-0.523649,-3.970992,-7.812041,
0,4,44.800000,agent_0,actor_logits,6,1,12,4.605454,-8.117163,0.597434,0.887763,0.608299,-1.995616,1.819699,4.008020,-4.254906,-2.808181,-2.406906,4.605454,-0.322383,-4.495518,0.766171,-4.172955,-8.117163,
0,5,58.200000,agent_0,actor_logits,1,1,12,8.263069,-8.021736,7.338881,0.014185,0.998430,-1.393620,8.263069,-0.750473,-2.099245,0.924188,-2.076345,-1.598830,0.597638,-3.804759,-0.597964,-4.083948,-8.021736,
0,6,67.200000,agent_0,actor_logits,6,1,12,4.409094,-8.291309,0.266558,0.942100,0.528325,-2.052557,2.022748,4.142536,-4.240254,-2.720056,-2.336510,4.409094,-0.516808,-4.561410,0.659547,-4.279743,-8.291309,
0,7,80.600000,agent_0,actor_logits,1,1,12,8.382600,-8.204229,7.404071,0.012485,0.998639,-1.451081,8.382600,-0.607991,-2.115566,0.978529,-2.017735,-1.698170,0.427922,-3.884849,-0.669720,-4.182966,-8.204229,
0,8,89.600000,agent_0,actor_logits,2,1,12,4.259668,-8.442355,0.067081,0.974492,0.475669,-2.103760,2.227221,4.259668,-4.211901,-2.616835,-2.262379,4.192587,-0.705659,-4.611649,0.548049,-4.375938,-8.442355,
0,9,101.700000,agent_0,actor_logits,1,1,12,6.348934,-9.469408,2.778461,0.372108,0.911805,-1.507279,6.348934,-0.059839,-3.830199,-0.790516,-4.514490,2.861864,3.570473,-5.761089,-0.462019,-5.262317,-9.469408,
0,10,114.400000,agent_0,actor_logits,1,1,12,4.076750,-8.961277,0.619205,1.097791,0.551281,-1.985449,4.076750,2.512102,-4.270422,-1.844108,-2.651063,3.457545,0.758698,-5.091619,0.327304,-4.990125,-8.961277,
0,11,128.500000,agent_0,actor_logits,4,1,12,5.316881,-5.484592,1.545975,0.560117,0.812343,-1.571512,3.770905,-1.728086,-2.334744,5.316881,0.221817,-2.072081,-0.472977,-1.382705,-0.171286,-2.653935,-5.484592,
0,12,139.000000,agent_0,actor_logits,5,1,12,4.256258,-3.798091,1.838987,0.878648,0.754117,-1.792097,0.622763,2.004095,-2.652940,-0.281827,4.256258,0.225689,-1.816503,-3.043717,2.417271,-3.798091,-3.663471,
0,13,157.000000,agent_0,actor_logits,8,1,12,5.968382,-2.714001,1.923591,0.613574,0.827794,-0.983489,-2.714001,-0.450795,-1.389277,2.924320,0.584081,-1.513932,-2.047132,5.968382,0.192816,4.044792,-0.093446,
0,14,169.600000,agent_0,actor_logits,4,1,12,6.560309,-5.400748,5.877391,0.068521,0.991023,-1.897959,-1.100335,-0.089897,-3.514793,6.560309,-0.727479,0.682918,-1.391318,-0.789111,0.350191,-0.958370,-5.400748,
0,15,189.900000,agent_0,actor_logits,2,1,12,3.042980,-6.311961,0.639650,1.254653,0.543651,-1.991437,0.669199,3.042980,-3.662497,-0.706576,-0.133287,2.403330,-0.895689,-3.262199,0.924882,-2.439758,-6.311961,
0,17,210.600000,agent_0,actor_logits,1,1,12,4.077839,-6.563832,0.746405,0.859793,0.647893,-1.495221,4.077839,-0.983144,-2.615296,3.331434,-1.691926,-0.618246,0.620897,-2.371042,-0.507725,-1.939043,-6.563832,
0,18,224.700000,agent_0,actor_logits,6,1,12,5.563367,-8.076118,1.617513,0.548528,0.820393,-1.925468,-0.576792,3.945854,-4.595620,-1.635805,-2.851118,5.563367,0.649613,-4.753823,0.880805,-3.054053,-8.076118,
0,19,238.100000,agent_0,actor_logits,1,1,12,7.839813,-8.102189,6.364242,0.029868,0.996213,-1.360573,7.839813,-0.927793,-2.001845,1.475571,-2.535979,-1.992698,1.299667,-3.729533,-0.589815,-3.410955,-8.102189,
0,20,247.100000,agent_0,actor_logits,6,1,12,4.164444,-8.493827,0.079247,0.947019,0.489385,-1.984283,1.318122,4.085196,-4.203399,-2.102600,-3.008047,4.164444,0.409928,-4.749597,0.736886,-3.513507,-8.493827,
0,21,260.500000,agent_0,actor_logits,1,1,12,7.946870,-8.265857,6.420361,0.026407,0.996709,-1.407808,7.946870,-0.775329,-2.006866,1.526509,-2.476527,-2.052865,1.143675,-3.842513,-0.711995,-3.534349,-8.265857,
0,22,269.500000,agent_0,actor_logits,2,1,12,4.233237,-8.629246,0.218589,0.939318,0.521781,-2.017058,1.478813,4.233237,-4.160157,-2.017549,-2.954031,4.014648,0.227590,-4.840647,0.569928,-3.602521,-8.629246,
0,23,281.600000,agent_0,actor_logits,7,1,12,5.312424,-9.006492,0.103660,0.867698,0.502574,-1.338814,5.208764,-0.591514,-3.848762,-0.306289,-4.825839,2.747158,5.312424,-5.562557,-0.354510,-4.503342,-9.006492,
0,24,301.400000,agent_0,actor_logits,1,1,12,9.933019,-10.514872,8.872962,0.003220,0.999698,-1.359448,9.933019,-0.899379,-2.812647,0.003351,-4.045230,-0.122697,1.060056,-5.614013,-0.365415,-4.687253,-10.514872,
0,25,316.100000,agent_0,actor_logits,6,1,12,4.876994,-9.418636,1.564139,0.779094,0.757498,-2.118839,2.332446,3.312855,-4.798555,-1.460631,-2.772711,4.876994,-1.052134,-5.235122,1.239973,-4.304877,-9.418636,
0,26,329.500000,agent_0,actor_logits,1,1,12,8.453344,-8.876927,6.573717,0.016335,0.998039,-1.476076,8.453344,-1.033835,-2.406747,1.879627,-2.161759,-1.525156,-0.350345,-4.265841,-0.083110,-3.995450,-8.876927,
0,27,338.500000,agent_0,actor_logits,6,1,12,4.241347,-9.344814,0.787034,1.067024,0.575839,-2.126718,2.757829,3.454313,-4.562792,-1.510774,-2.558353,4.241347,-1.344224,-5.050824,1.126399,-4.359560,-9.344814,
0,28,351.900000,agent_0,actor_logits,1,1,12,8.545366,-9.007935,6.639434,0.015050,0.998205,-1.518861,8.545366,-0.894486,-2.402889,1.905933,-2.101258,-1.593290,-0.461174,-4.355282,-0.200450,-4.098030,-9.007935,
0,29,360.900000,agent_0,actor_logits,6,1,12,4.033873,-9.437778,0.477069,1.136884,0.495599,-2.159879,2.950443,3.556804,-4.503827,-1.404748,-2.480874,4.033873,-1.488071,-5.112842,0.962381,-4.463769,-9.437778,
0,30,374.300000,agent_0,actor_logits,1,1,12,8.616887,-9.118746,6.686832,0.014160,0.998318,-1.556619,8.616887,-0.760602,-2.394888,1.930055,-2.036906,-1.655124,-0.564219,-4.434877,-0.315840,-4.189089,-9.118746,
0,31,383.300000,agent_0,actor_logits,6,1,12,3.842067,-9.517056,0.189905,1.175465,0.421084,-2.184599,3.119171,3.652163,-4.439440,-1.300869,-2.406159,3.842067,-1.613903,-5.172415,0.792578,-4.555930,-9.517056,
0,32,396.700000,agent_0,actor_logits,1,1,12,8.672466,-9.221066,6.725692,0.013507,0.998401,-1.586682,8.672466,-0.632773,-2.386212,1.946774,-1.979242,-1.695535,-0.651145,-4.521832,-0.432681,-4.275911,-9.221066,
0,33,405.700000,agent_0,actor_logits,2,1,12,3.740549,-9.583922,0.073921,1.187894,0.382970,-2.201553,3.264666,3.740549,-4.370994,-1.199927,-2.334216,3.666628,-1.723382,-5.229679,0.619552,-4.636442,-9.583922,
0,34,417.800000,agent_0,actor_logits,1,1,12,7.008725,-10.432216,4.374534,0.140626,0.975783,-1.560771,7.008725,-0.291235,-4.001658,0.250064,-4.401751,2.634192,2.351772,-6.380752,-0.299930,-5.376724,-10.432216,
0,35,430.500000,agent_0,actor_logits,1,1,12,5.052245,-10.113953,1.968648,0.609561,0.832821,-2.046468,5.052245,1.828059,-4.508198,-0.394443,-2.642889,3.083597,-0.150119,-5.822286,0.455629,-5.247943,-10.113953,
0,36,444.600000,agent_0,actor_logits,4,1,12,7.698316,-5.623405,4.839874,0.062726,0.990235,-1.525387,2.858442,-2.436722,-2.462961,7.698316,0.625702,-2.237227,-1.639723,-1.420156,0.332240,-2.247298,-5.623405,
0,37,455.100000,agent_0,actor_logits,5,1,12,5.762131,-3.007395,1.894049,0.490508,0.855269,-1.555602,0.055085,0.641283,-2.347785,0.564179,5.762131,-0.379619,-2.326324,-3.007395,3.868082,-2.986814,-2.740684,
0,38,473.100000,agent_0,actor_logits,8,1,12,6.912814,-3.136253,1.112852,0.689903,0.731872,-0.676258,-3.136253,-1.375255,-1.099170,3.459082,-0.224448,-1.845160,-2.247959,6.912814,0.993477,5.799962,0.216948,
0,39,485.700000,agent_0,actor_logits,4,1,12,7.289638,-4.950769,6.160326,0.047553,0.993946,-1.571380,-1.607363,-0.986136,-3.156260,7.289638,-1.347887,0.268163,-1.687405,-0.113132,1.129313,0.856127,-4.950769,
0,40,506.000000,agent_0,actor_logits,6,1,12,3.203484,-6.688430,0.535398,1.252070,0.501523,-1.698447,0.088011,2.668085,-3.769915,-1.099928,-1.696337,3.203484,-0.548046,-3.529373,1.969195,-0.758323,-6.688430,
0,41,528.600000,agent_0,actor_logits,1,1,12,8.630469,-8.809317,6.942012,0.013222,0.998492,-1.102010,8.630469,-1.113878,-2.106575,0.041603,-3.893585,-1.224700,1.688457,-4.328697,-0.207528,-2.490833,-8.809317,
0,42,537.600000,agent_0,actor_logits,6,1,12,4.910727,-8.739070,0.929548,0.835238,0.679091,-1.753550,1.281292,3.981179,-4.283461,-3.301475,-4.177237,4.910727,0.808681,-4.984407,1.476426,-2.363612,-8.739070,
0,43,551.000000,agent_0,actor_logits,1,1,12,8.301527,-8.896401,6.645501,0.017690,0.997915,-1.190717,8.301527,-0.689761,-2.165892,-0.063322,-3.845830,-1.245375,1.656026,-4.319858,-0.077860,-2.584132,-8.896401,
0,44,560.000000,agent_0,actor_logits,6,1,12,4.787610,-8.896422,0.653478,0.880625,0.622660,-1.790647,1.434949,4.134131,-4.259912,-3.246325,-4.158315,4.787610,0.652278,-5.088757,1.347224,-2.443238,-8.896422,
0,45,573.400000,agent_0,actor_logits,1,1,12,8.422163,-9.051019,6.935949,0.014667,0.998331,-1.236811,8.422163,-0.556481,-2.164508,0.006459,-3.793391,-1.323157,1.486214,-4.413739,-0.189952,-2.699416,-9.051019,
0,46,582.400000,agent_0,actor_logits,6,1,12,4.648290,-9.033217,0.374265,0.915142,0.559989,-1.824638,1.589976,4.274025,-4.226568,-3.179259,-4.128428,4.648290,0.494698,-5.178475,1.212954,-2.516673,-9.033217,
