time,igi_mean,igi_std,agi_mean,agi_std,iwi_mean,iwi_std,wi_mean,wi_std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1021021021021021,0.1021021021021021,0.0,0.1021021021021021,0.0,0.1021021021021021,0.0,0.1021021021021021,0.0
0.2042042042042042,0.2042042042042042,0.0,0.2042042042042042,0.0,0.2042042042042042,0.0,0.2042042042042042,0.0
0.3063063063063063,0.3063063063063063,0.0,0.3063063063063063,0.0,0.3063063063063063,0.0,0.3063063063063063,0.0
0.4084084084084084,0.4084084084084084,0.0,0.4084084084084084,0.0,0.4084084084084084,0.0,0.4084084084084084,0.0
0.5105105105105106,0.5105105105105104,1.1102230246251565e-16,0.5105105105105104,1.1102230246251565e-16,0.5105105105105104,1.1102230246251565e-16,0.5105105105105104,1.1102230246251565e-16
0.6126126126126126,0.6126126126126126,0.0,0.6126126126126126,0.0,0.6126126126126126,0.0,0.6126126126126126,0.0
0.7147147147147147,0.7147147147147147,0.0,0.7147147147147147,0.0,0.7147147147147147,0.0,0.7147147147147147,0.0
0.8168168168168168,0.8168168168168168,0.0,0.8168168168168168,0.0,0.8168168168168168,0.0,0.8168168168168168,0.0
0.918918918918919,0.9189189189189191,1.1102230246251565e-16,0.9189189189189191,1.1102230246251565e-16,0.9189189189189191,1.1102230246251565e-16,0.9189189189189191,1.1102230246251565e-16
1.021021021021021,1.008933933933934,0.002408260500352228,1.004466966966967,0.0012041302501760633,1.0210210210210209,2.220446049250313e-16,1.0210210210210209,2.220446049250313e-16
1.1231231231231231,1.052327327327327,0.014105525787776959,1.0261636636636635,0.007052762893888428,1.1231231231231233,2.220446049250313e-16,1.1231231231231233,2.220446049250313e-16
1.2252252252252251,1.0957207207207207,0.025802791075201795,1.0478603603603605,0.012901395537600897,1.2252252252252251,0.0,1.2252252252252251,0.0
1.3273273273273274,1.1391141141141141,0.03750005636262663,1.069557057057057,0.01875002818131326,1.3273273273273276,2.220446049250313e-16,1.3273273273273276,2.220446049250313e-16
1.4294294294294294,1.1825075075075078,0.04919732165005145,1.0912537537537539,0.024598660825025726,1.4294294294294294,0.0,1.4294294294294294,0.0
1.5315315315315317,1.2259009009009012,0.060894586937476285,1.1129504504504506,0.030447293468738194,1.5315315315315314,2.220446049250313e-16,1.5315315315315314,2.220446049250313e-16
1.6336336336336337,1.2692942942942942,0.07259185222490101,1.1346471471471475,0.03629592611245056,1.6336336336336337,0.0,1.6336336336336337,0.0
1.7357357357357357,1.3126876876876876,0.08428911751232585,1.1563438438438438,0.04214455875616292,1.735735735735736,2.220446049250313e-16,1.735735735735736,2.220446049250313e-16
1.837837837837838,1.3560810810810813,0.09598638279975069,1.1780405405405407,0.0479931913998753,1.8378378378378382,2.220446049250313e-16,1.8378378378378382,2.220446049250313e-16
1.93993993993994,1.3994744744744745,0.10768364808717554,1.1997372372372372,0.05384182404358777,1.93993993993994,0.0,1.93993993993994,0.0
2.042042042042042,1.4386636636636638,0.1099490045585827,1.2200325325325325,0.05652289147712286,2.0420420420420418,4.440892098500626e-16,2.0420420420420418,4.440892098500626e-16
2.144144144144144,1.4718468468468466,0.10066459015494188,1.2383258258258258,0.05505656364526983,2.1441441441441436,4.440892098500626e-16,2.1441441441441436,4.440892098500626e-16
2.2462462462462462,1.50503003003003,0.09472502209972702,1.2566191191191192,0.054158382165989026,2.2462462462462467,4.440892098500626e-16,2.2462462462462467,4.440892098500626e-16
2.3483483483483485,1.5382132132132136,0.09277496378666676,1.2749124124124127,0.05385677985332584,2.3483483483483485,0.0,2.3483483483483485,0.0
2.4504504504504503,1.5713963963963962,0.09506025453644164,1.2932057057057056,0.054161723868637275,2.4504504504504503,0.0,2.4504504504504503,0.0
2.5525525525525525,1.6045795795795796,0.10129463990034719,1.311498998998999,0.05506313782918707,2.552552552552552,4.440892098500626e-16,2.552552552552552,4.440892098500626e-16
2.6546546546546548,1.637762762762763,0.11081358285716215,1.3297922922922922,0.05653249668721701,2.654654654654655,4.440892098500626e-16,2.654654654654655,4.440892098500626e-16
2.756756756756757,1.670945945945946,0.12285597344790956,1.3480855855855858,0.05852704020113245,2.7567567567567575,4.440892098500626e-16,2.7567567567567575,4.440892098500626e-16
2.858858858858859,1.7041291291291292,0.13675680703759488,1.366378878878879,0.06099526954314061,2.858858858858859,0.0,2.858858858858859,0.0
2.960960960960961,1.7373123123123122,0.15200707984661335,1.3846721721721722,0.063882302694067,2.960960960960961,0.0,2.960960960960961,0.0
3.0630630630630633,1.7704954954954952,0.14848629545077027,1.40243993993994,0.06456122538330707,3.063063063063063,4.440892098500626e-16,3.063063063063063,4.440892098500626e-16
3.165165165165165,1.8036786786786785,0.1346208306255335,1.4198823823823825,0.06391903580415717,3.1651651651651647,4.440892098500626e-16,3.1651651651651647,4.440892098500626e-16
3.2672672672672673,1.836861861861862,0.12350251460742652,1.437324824824825,0.06353864942128215,3.2672672672672673,0.0,3.2672672672672673,0.0
3.3693693693693696,1.8700450450450454,0.11592449769069743,1.4547672672672673,0.06342477685760159,3.3693693693693696,0.0,3.3693693693693696,0.0
3.4714714714714714,1.9032282282282282,0.11260382848623457,1.4722097097097095,0.06357885014374685,3.471471471471472,4.440892098500626e-16,3.471471471471472,4.440892098500626e-16
3.5735735735735736,1.9364114114114113,0.1139134328738627,1.4896521521521524,0.06399893412217099,3.5735735735735736,0.0,3.5735735735735736,0.0
3.675675675675676,1.9695945945945947,0.11970143342037567,1.5070945945945948,0.06467984592556973,3.6756756756756763,4.440892098500626e-16,3.6756756756756763,4.440892098500626e-16
3.7777777777777777,2.0027777777777773,0.12936812246883347,1.5245370370370375,0.06561346573795204,3.7777777777777777,0.0,3.7777777777777777,0.0
